loss,min,avg,max,mdev
0%,666.680,681.904,696.656,12.242
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,33.961,34.211,34.493,0.218
0%,pip
0%,733.469,765.663,810.894,32.925
0%,926.634,984.252,1078.858,67.424
0%,pip
0%,pip
0%,33.063,33.837,34.253,0.548
0%,32.225,35.098,40.808,4.037
0%,31.773,33.832,37.586,2.658
0%,32.232,32.255,32.283,0.021
0%,31.789,32.479,33.686,0.856
0%,37.876,44.821,50.655,5.275
0%,31.945,33.325,35.923,1.837
0%,32.292,37.236,43.469,4.653
0%,32.202,33.721,35.458,1.338
0%,32.149,34.278,38.370,2.894
0%,32.133,33.678,36.756,2.176
0%,32.823,33.512,34.842,0.940
0%,573.238,662.448,767.832,80.261
0%,pip
0%,32.425,62.762,121.607,41.616
0%,pip
0%,pip
0%,31.896,32.946,34.174,0.938
0%,41.710,51.870,68.433,11.811
0%,35.071,37.154,40.319,2.274
0%,36.341,39.908,42.424,2.592
0%,32.330,36.333,41.010,3.575
0%,32.082,38.538,50.102,8.195
0%,32.932,33.752,34.268,0.586
0%,736.569,807.541,861.657,52.439
0%,pip
0%,996.873,1001.397,1010.073,6.136
0%,831.660,844.687,861.712,12.590
0%,pip
0%,pip
0%,51.166,73.157,115.128,29.689
0%,51.328,108.766,208.588,70.851
0%,142.324,159.047,188.335,20.778
0%,48.756,67.167,79.937,13.340
0%,33.112,33.523,34.179,0.468
33,3333%,pip
0%,117.828,192.888,295.085,74.865
0%,pip
33,3333%,pip
33,3333%,pip
0%,pip
0%,32.859,71.444,99.131,28.131
0%,277.955,283.185,290.964,5.608
0%,343.201,400.113,443.726,42.102
0%,219.637,329.520,441.862,90.739
0%,31.998,37.387,47.891,7.427
0%,476.351,516.689,560.092,34.255
0%,528.052,629.482,734.991,84.531
0%,565.218,658.182,741.589,72.319
0%,277.873,367.310,461.492,75.037
0%,694.348,699.302,705.835,4.820
0%,196.585,256.767,332.592,56.615
0%,259.616,304.809,350.866,37.257
0%,739.876,803.325,906.052,73.306
0%,pip
0%,pip
0%,pip
0%,426.722,442.748,459.884,13.561
0%,35.762,36.759,37.369,0.711
0%,123.781,143.972,156.023,14.366
0%,pip
33,3333%,pip
33,3333%,pip
0%,589.751,679.788,831.276,107.751
0%,57.192,69.841,94.045,17.120
0%,491.722,732.449,860.924,170.348
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,35.116,35.767,36.760,0.713
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,983.615,987.028,990.283,2.724
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,32.486,37.584,42.370,4.041
0%,664.513,818.114,979.717,128.805
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,31.891,35.596,42.249,4.714
0%,31.703,34.428,37.966,2.620
0%,33.310,36.782,42.141,3.843
0%,33.210,36.147,38.221,2.135
0%,32.703,35.734,39.487,2.816
0%,32.197,36.481,38.690,3.029
0%,32.303,33.272,34.200,0.775
0%,32.390,32.890,33.490,0.454
0%,32.961,37.878,46.500,6.116
0%,32.309,35.206,40.561,3.790
0%,32.264,34.159,37.201,2.172
0%,pip
0%,pip
0%,pip
0%,886.949,957.079,1066.089,78.130
0%,959.023,962.408,964.556,2.422
0%,232.525,497.442,761.094,215.789
0%,pip
0%,pip
0%,32.972,37.011,43.511,4.640
0%,37.045,38.176,40.395,1.569
0%,37.347,39.284,42.815,2.500
0%,36.612,47.376,64.458,12.214
0%,34.807,42.469,57.462,10.602
0%,32.418,32.800,33.104,0.285
0%,186.458,250.648,331.895,60.587
0%,pip
0%,pip
0%,633.448,802.552,982.512,142.711
0%,pip
0%,268.174,313.616,359.817,37.416
0%,pip
0%,pip
0%,pip
0%,156.273,215.572,275.856,48.824
0%,135.894,159.455,172.610,16.698
0%,141.839,166.281,214.976,34.432
0%,39.268,51.832,62.335,9.529
0%,34.326,34.638,35.086,0.324
0%,899.063,920.246,939.188,16.457
33,3333%,pip
0%,pip
0%,pip
0%,pip
0%,648.810,741.488,792.882,65.663
0%,pip
0%,225.853,268.444,312.327,35.314
0%,988.044,1021.912,1058.516,28.834
0%,502.251,538.466,565.638,26.655
0%,542.487,597.057,627.468,38.671
0%,413.317,437.218,459.573,18.915
0%,67.723,135.547,188.924,50.523
0%,33.759,46.546,71.268,17.484
0%,31.972,91.191,171.814,59.062
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,32.420,275.503,716.272,312.220
0%,823.050,917.807,1016.906,79.200
0%,pip
0%,pip
0%,pip
0%,pip
0%,474.635,530.463,596.142,50.091
0%,33.637,33.964,34.131,0.231
0%,530.677,546.392,560.663,12.284
0%,587.551,621.236,652.538,26.584
0%,452.643,480.493,510.173,23.522
0%,254.850,477.454,634.543,161.783
33,3333%,352.424,420.653,488.882,68.229
0%,pip
0%,pip
0%,pip
0%,pip
0%,885.544,919.818,956.959,29.225
0%,pip
0%,pip
0%,pip
0%,pip
0%,pip
0%,276.404,320.643,368.435,37.655
